0.017200062	-0.016081387	-0.050247952	0.01829699	-0.042994373	-0.012611203	-0.10922142	-0.026321093	-0.07103944	0.028858414	-0.007736167	0.3132069	-0.03595782	-0.096462145	-0.01977312	-0.025572084
0.024885524	-0.062455557	-0.04390843	0.10680913	-0.09427318	-0.021976156	-0.2550464	-0.12277791	-0.008401326	-0.02890114	-0.03474286	0.25345066	0.008733398	-0.097153485	-0.03559992	-0.030072952
0.020238541	-0.12285936	-0.012478311	0.09602766	-0.023411332	0.040469572	-0.25262755	-0.16654041	-0.014158383	-0.032700606	-0.0038547483	0.39237437	-0.03025206	-0.10796846	-0.07131416	0.031016693
0.07188432	-0.078317426	-0.011860491	0.04061012	-0.029439865	0.029218363	-0.20415258	-0.11764121	-0.07628553	-0.026238464	-0.06659115	0.2897987	-0.029994244	-0.16137671	0.011690174	0.007370607
0.024013147	-0.031737015	-0.049395744	0.060756627	-0.0043237	-0.065676615	-0.098510504	-0.08464785	-0.02082921	-0.017299028	-0.0065916944	0.3442307	-0.020742778	-0.17983244	0.050748628	-0.011859812
0.059491333	-0.019951932	-0.015948256	0.11287221	-0.06585089	0.007412775	-0.20222326	-0.106972985	-0.040221855	0.024450216	0.0078468155	0.27624652	-0.08458846	-0.16126215	-0.025148267	-0.0049720854
0.05786937	-0.023061642	0.018634344	0.12057302	-0.0037542302	0.0030639528	-0.22123525	-0.087606974	-0.012615404	0.00026419145	-0.0062631876	0.28945503	0.0056997933	-0.13994108	-0.01408801	-0.026256695
0.053048395	-0.009240698	-0.011364254	0.0058357893	0.0042751106	-0.04431695	-0.16664948	-0.09146227	-0.083175324	0.045872208	-0.09308516	0.19154926	-0.025607703	-0.15261456	-0.008457329	-0.011607839
0.0795444	0.0025197978	0.010106571	0.035313606	0.012540172	-0.04870288	-0.10890744	-0.10749022	-0.012951106	-0.049827345	-0.0001414137	0.28178608	-0.0030081829	-0.10584821	-0.0040139756	0.013758018
0.097704284	-0.05247024	0.043632027	0.095545895	-0.099526875	0.017876431	-0.26321894	-0.13383284	0.036732774	-0.05873494	0.0031622094	0.27842435	0.01831203	-0.098611705	-0.051860396	0.010779593
